buy_price,demand,sell_price,tick,sun,buy_price_forecast_1,sell_price_forecast_1,demand_forecast_1,buy_price_forecast_2,sell_price_forecast_2,demand_forecast_2,buy_price_forecast_3,sell_price_forecast_3,demand_forecast_3,buy_price_forecast_5,sell_price_forecast_5,demand_forecast_5,buy_price_forecast_8,sell_price_forecast_8,demand_forecast_8,buy_price_forecast_12,sell_price_forecast_12,demand_forecast_12,buy_price_forecast_20,sell_price_forecast_20,demand_forecast_20,price_volatility,price_momentum,price_rsi,price_spread,spread_ma,sun_forecast,sun_trend,demand_volatility,demand_trend,price_demand_corr,storage,profit,storage_state,action
26,0.0,52,44,10,38.25263157894736,76.94736842105263,1.883561211711939,38.119548872180445,76.68045112781955,1.8504226064603497,37.986466165413525,76.41353383458647,1.8025468747980387,37.72030075187969,75.8796992481203,1.827258503806868,37.32105263157894,75.07894736842105,1.6604248188020445,36.78872180451127,74.01127819548873,1.4943120671319334,35.72406015037593,71.87593984962406,1.411851208570864,11.61713797528643,1.0,56.81818181818182,26,26.5,0.0,-9.799999999999997,0.9683700260136996,-0.07381061432740997,0.20343432307727816,46.3244359587088,-2061.6894610898685,charged,solar_1.718J
40,0.5606152015803294,81,45,0,38.25263157894736,76.94736842105263,1.8504226064603497,38.119548872180445,76.68045112781955,1.8025468747980387,37.986466165413525,76.41353383458647,1.7876874897746582,37.72030075187969,75.8796992481203,1.8000788026728423,37.32105263157894,75.07894736842105,1.654074058887429,36.78872180451127,74.01127819548873,1.3917030734454756,35.72406015037593,71.87593984962406,1.411851208570864,12.554198291282567,0.8181818181818181,58.992805755395686,41,30.1,0.0,-9.999999999999996,0.9946225283289012,-0.08008736004717883,0.05459126995115812,46.30127374072944,-2084.114069153082,no_change,grid_2.906J_std
49,1.4097724126826925,98,46,0,38.25263157894736,76.94736842105263,1.8025468747980387,38.119548872180445,76.68045112781955,1.7876874897746582,37.986466165413525,76.41353383458647,1.827258503806868,37.72030075187969,75.8796992481203,1.7647329924207587,37.32105263157894,75.07894736842105,1.6319982945532037,36.78872180451127,74.01127819548873,1.3447717804972699,35.72406015037593,71.87593984962406,1.411851208570864,13.92989968604074,0.36111111111111116,61.904761904761905,49,32.9,0.0,-7.999999999999997,0.9990259281263518,-0.08387182452500026,0.008176734290886781,46.27812310385908,-2153.192917374534,no_change,solar_1.418J
50,1.5774727396834878,101,47,0,38.25263157894736,76.94736842105263,1.7876874897746582,38.119548872180445,76.68045112781955,1.827258503806868,37.986466165413525,76.41353383458647,1.8000788026728423,37.72030075187969,75.8796992481203,1.6604248188020445,37.32105263157894,75.07894736842105,1.6227717140121574,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,15.094439547832105,0.6129032258064515,64.78873239436619,51,34.3,0.0,-5.000000000000001,0.9873684933872908,-0.07696219097079261,0.009892711559850853,46.25498404230715,-2232.0665543587083,no_change,buy_2.637J@10.00
61,2.608460395450451,122,48,0,38.25263157894736,76.94736842105263,1.827258503806868,38.119548872180445,76.68045112781955,1.8000788026728423,37.986466165413525,76.41353383458647,1.7647329924207587,37.72030075187969,75.8796992481203,1.654074058887429,37.32105263157894,75.07894736842105,1.4943120671319334,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,17.102169760773506,0.3555555555555556,68.66666666666667,61,37.7,0.0,-2.0,0.9720104657551225,-0.04803175297386315,0.13640491898855883,46.231856550286,-2391.1826384811857,no_change,grid_2.073J_std
55,2.046992664309802,110,49,0,38.25263157894736,76.94736842105263,1.8000788026728423,38.119548872180445,76.68045112781955,1.7647329924207587,37.986466165413525,76.41353383458647,1.6604248188020445,37.72030075187969,75.8796992481203,1.6319982945532037,37.32105263157894,75.07894736842105,1.3917030734454756,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,17.55022866847579,1.1153846153846154,66.02564102564102,55,41.9,0.0,0.0,0.965294008922529,-0.05272921080252654,0.11683850583698874,46.20874062201086,-2503.7672350182247,no_change,solar_0.797J
52,1.7577146260440408,105,50,0,38.25263157894736,76.94736842105263,1.7647329924207587,38.119548872180445,76.68045112781955,1.6604248188020445,37.986466165413525,76.41353383458647,1.654074058887429,37.72030075187969,75.8796992481203,1.6227717140121574,37.32105263157894,75.07894736842105,1.3447717804972699,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,17.62922215198987,0.30000000000000004,60.83916083916084,53,45.0,0.0,0.0,0.9588753290769441,-0.046237692482392886,0.14564743400839242,46.185636251699854,-2595.168395572515,no_change,grid_2.535J_std
55,2.3189115918668777,111,51,0,38.25263157894736,76.94736842105263,1.6604248188020445,38.119548872180445,76.68045112781955,1.654074058887429,37.986466165413525,76.41353383458647,1.6319982945532037,37.72030075187969,75.8796992481203,1.4943120671319334,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,18.042347845817453,0.12244897959183665,57.25190839694657,56,47.0,0.0,0.0,0.9236978424207273,-0.019471864005974435,0.2523415976323846,46.16254343357401,-2722.708533125193,no_change,solar_0.660J
38,0.7635743516646719,76,52,0,38.25263157894736,76.94736842105263,1.654074058887429,38.119548872180445,76.68045112781955,1.6319982945532037,37.986466165413525,76.41353383458647,1.6227717140121574,37.72030075187969,75.8796992481203,1.3917030734454756,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,17.538228920966063,-0.24,54.34782608695652,38,47.6,0.0,0.0,0.9124465554763866,-0.01664247506641316,0.31893652547367185,46.139462161857224,-2751.7243584884504,no_change,grid_2.906J_std
47,1.9718021148911626,95,53,0,38.25263157894736,76.94736842105263,1.6319982945532037,38.119548872180445,76.68045112781955,1.6227717140121574,37.986466165413525,76.41353383458647,1.4943120671319334,37.72030075187969,75.8796992481203,1.3447717804972699,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,16.67735622112557,-0.2295081967213115,62.6865671641791,48,47.8,0.0,0.0,0.9096724920707416,-0.00527224122603476,0.39073590040477846,46.1163924307763,-2844.399057888335,no_change,defer_26.40W_(high_solar+low_price+low_demand)
32,0.6134965948271052,64,54,0,38.25263157894736,76.94736842105263,1.6227717140121574,38.119548872180445,76.68045112781955,1.4943120671319334,37.986466165413525,76.41353383458647,1.3917030734454756,37.72030075187969,75.8796992481203,1.411851208570864,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,15.082230743843109,-0.4181818181818182,53.57142857142857,32,48.4,0.0,0.0,0.9301034462190588,-0.02959651005463511,0.370167117347174,46.09333423456091,-2864.0309489228025,no_change,solar_0.548J
29,0.5878737785494532,58,55,0,38.25263157894736,76.94736842105263,1.4943120671319334,38.119548872180445,76.68045112781955,1.3917030734454756,37.986466165413525,76.41353383458647,1.3447717804972699,37.72030075187969,75.8796992481203,1.411851208570864,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,13.245058661529907,-0.4423076923076923,47.286821705426355,29,47.2,0.0,0.0,0.9399425917299599,-0.05808509412449253,0.33706059222594564,46.070287567443636,-3123.5882379356985,no_change,buy_1.528J@5.00
21,0.034931229249240525,43,56,0,38.25263157894736,76.94736842105263,1.3917030734454756,38.119548872180445,76.68045112781955,1.3447717804972699,37.986466165413525,76.41353383458647,1.411851208570864,37.72030075187969,75.8796992481203,1.411851208570864,37.32105263157894,75.07894736842105,1.411851208570864,36.78872180451127,74.01127819548873,1.411851208570864,35.72406015037593,71.87593984962406,1.411851208570864,13.245058661529907,-0.6181818181818182,46.21212121212121,22,44.5,0.0,0.0,0.9737203908081191,-0.06527349089202843,0.505704562427761,46.04725242365992,-3401.521793749933,no_change,grid_27.656J_std
