time_ms	voltage_Va	voltage_Vb	current_A	power_W
4093	14.1992	3.9181	0.315	1.2342
4095	14.2156	3.9427	0.3314	1.3066
4097	14.2115	3.9304	0.3271	1.2856
4099	14.2279	3.9263	0.3256	1.2784
4101	14.2279	3.9345	0.3225	1.2689
4103	14.2074	3.9468	0.3207	1.2657
4105	14.2156	3.9468	0.3173	1.2523
4107	14.1992	3.955	0.3357	1.3277
4109	14.1992	3.9509	0.3309	1.3073
4111	14.2197	3.9427	0.3262	1.2861
4113	14.2279	3.9468	0.3247	1.2815
4116	14.1992	3.9509	0.3206	1.2667
4118	14.2115	3.9468	0.3182	1.2559
4120	14.2115	3.9591	0.3165	1.2531
4122	14.2156	3.9591	0.3329	1.318
4124	14.2197	3.9509	0.3293	1.301
4126	14.1909	3.9714	0.3259	1.2943
4128	14.2156	3.9632	0.3234	1.2817
4130	14.2156	3.9591	0.32	1.2669
4171	14.232	3.9837	0.2714	1.0812
4174	14.2197	3.9796	0.2701	1.0749
4176	14.2156	3.9878	0.2864	1.1421
4178	14.2115	3.9919	0.2837	1.1325
4180	14.2115	3.9878	0.3021	1.2047
4184	14.2444	3.996	0.2952	1.1796
4187	14.2197	4.0042	0.2923	1.1704
4189	14.2403	4.0165	0.31	1.2451
4191	14.2115	4.0042	0.3039	1.2169
4193	14.232	3.9919	0.3021	1.206
4195	14.2238	4.0124	0.3189	1.2796
4197	14.1992	4.0083	0.3141	1.259
4199	14.2074	4.0165	0.3129	1.2568
4201	14.1992	4.0124	0.3036	1.2182
4203	14.2361	4.0165	0.3073	1.2343
4204	14.2197	4.0206	0.3249	1.3063
4207	14.2115	4.0206	0.3221	1.295
4209	14.195	4.0452	0.3179	1.286
4211	14.1868	4.0165	0.3133	1.2584
4213	14.2156	3.9837	0.3163	1.26
4215	14.1909	4.0124	0.328	1.3161
4217	14.2279	4.0247	0.3264	1.3137
4219	14.2279	4.0247	0.3228	1.2992
4221	14.1868	4.0288	0.3224	1.2989
4223	14.1868	4.0534	0.3173	1.2862
4225	14.1909	4.0411	0.3078	1.2439
4227	14.2156	4.0452	0.3324	1.3446
4229	14.1909	4.0411	0.3267	1.3202
4231	14.1992	4.0493	0.3171	1.284
4233	14.2115	4.0493	0.3214	1.3015
4238	14.2197	4.0493	0.3155	1.2776
4241	14.2074	4.0534	0.3171	1.2853
4243	14.2115	4.0452	0.3279	1.3264
4245	14.2074	4.0493	0.3258	1.3193
4247	14.2197	4.0493	0.3235	1.31
4249	14.2115	4.0575	0.321	1.3025
4251	14.2074	4.0534	0.3155	1.2789
4253	14.2197	4.0575	0.3147	1.2769
4255	14.2074	4.0616	0.3307	1.3432
4257	14.2238	4.0616	0.3268	1.3273
4259	14.2156	4.0739	0.3255	1.3261
4261	14.2115	4.078	0.3242	1.3221
4263	14.1992	4.0698	0.3148	1.2812
4265	14.2115	4.0739	0.3162	1.2882
4267	14.2074	4.0739	0.3156	1.2857
4269	14.195	4.078	0.3308	1.349
4271	14.2115	4.078	0.326	1.3294
4273	14.2156	4.0739	0.3247	1.3228
4275	14.2238	4.0739	0.3203	1.3049
4277	14.2115	4.0821	0.3194	1.3038
4279	14.1992	4.078	0.3162	1.2895
4281	14.2115	4.0821	0.3359	1.3712
4283	14.1909	4.0821	0.3303	1.3483
4285	14.2156	4.078	0.3273	1.3347
4287	14.1909	4.0862	0.325	1.328
4289	14.2238	4.0944	0.32	1.3102
4291	14.1992	4.0903	0.3177	1.2995
4293	14.2074	4.0862	0.3162	1.2921
4295	14.2238	4.0903	0.3343	1.3674
4297	14.195	4.0903	0.3291	1.3461
4302	14.2444	4.0903	0.3235	1.3232
4304	14.2156	4.1109	0.3197	1.3142
4306	14.2279	4.0985	0.3171	1.2996
4309	14.195	4.1109	0.3143	1.292
4311	14.2197	4.1068	0.329	1.3511
4313	14.1827	4.0903	0.3277	1.3404
4315	14.1909	4.1191	0.3238	1.3338
4317	14.1786	4.1109	0.3202	1.3163
4319	14.2403	4.1068	0.3191	1.3105
4321	14.2074	4.1232	0.3184	1.3128
4323	14.2074	4.115	0.3141	1.2925
4325	14.1827	4.1191	0.3308	1.3626
4327	14.2074	4.1314	0.3283	1.3563
4329	14.2074	4.1232	0.3237	1.3347
4331	14.2238	4.1273	0.32	1.3207
4333	14.1992	4.1232	0.3185	1.3132
4335	14.1909	4.1355	0.3169	1.3105
4337	14.2156	4.1273	0.3332	1.3752
4339	14.1992	4.1232	0.3293	1.3578
4341	14.2115	4.1314	0.3288	1.3584
4343	14.1868	4.1396	0.3238	1.3404
4345	14.1992	4.1437	0.3213	1.3314
4347	14.2074	4.1396	0.3188	1.3197
4349	14.1868	4.1355	0.3255	1.3461
4351	14.2115	4.1478	0.3324	1.3787
4353	14.195	4.1437	0.3295	1.3653
4355	14.2279	4.1437	0.3268	1.3542
4357	14.1868	4.1478	0.3228	1.3389
4359	14.195	4.1437	0.3213	1.3314
4361	14.2238	4.1437	0.3189	1.3214
4366	14.2403	4.1478	0.3215	1.3335
4369	14.2115	4.1601	0.328	1.3645
4371	14.2074	4.1683	0.3226	1.3447
4373	14.2074	4.1601	0.3216	1.3379
4375	14.2197	4.156	0.3179	1.3212
4377	14.2156	4.1519	0.3147	1.3066
4379	14.195	4.1601	0.3131	1.3025
4381	14.1992	4.1601	0.3335	1.3874
4383	14.195	4.1806	0.3276	1.3696
4385	14.2156	4.1806	0.3241	1.3549
4387	14.2238	4.1683	0.3223	1.3434
4389	14.2115	4.1642	0.318	1.3242
4391	14.1992	4.1724	0.322	1.3435
4393	14.195	4.1888	0.3335	1.397
4395	14.2115	4.1724	0.3309	1.3806
4399	14.2074	4.1847	0.3236	1.3542
4402	14.2074	4.1888	0.3204	1.3421
4404	14.1868	4.1847	0.3169	1.3261
4406	14.2197	4.1765	0.3143	1.3127
4408	14.1868	4.1929	0.3237	1.3572
4410	14.1992	4.1888	0.3292	1.3789
4412	14.195	4.1929	0.3252	1.3635
4414	14.2279	4.2014	0.3225	1.3549
4416	14.1909	4.1929	0.3196	1.34
4418	14.1868	4.2219	0.3164	1.3358
4420	14.195	4.2014	0.3156	1.3259
4422	14.1992	4.2137	0.3316	1.3972
4424	14.2115	4.2096	0.327	1.3765
4426	14.1992	4.2096	0.3254	1.3698
4429	14.2074	4.2014	0.3218	1.352
4463	14.232	4.2137	0.2795	1.1777
4466	14.2238	4.2014	0.278	1.168
4469	14.2074	4.2342	0.2953	1.2503
4471	14.2074	4.2424	0.2893	1.2273
4473	14.2156	4.226	0.2892	1.2221
4475	14.2279	4.2342	0.305	1.2914
4477	14.2197	4.2342	0.301	1.2745
4479	14.195	4.2424	0.3073	1.3037
4481	14.2197	4.2096	0.3197	1.3458
4483	14.1786	4.2424	0.3127	1.3266
4485	14.2074	4.2547	0.3104	1.3207
4487	14.2238	4.2465	0.3089	1.3117
4489	14.1992	4.2506	0.3049	1.296
4491	14.2074	4.2506	0.3206	1.3627
4493	14.1992	4.2424	0.3185	1.3512
4495	14.195	4.2547	0.3143	1.3372
4497	14.2238	4.2752	0.313	1.3381
4499	14.1992	4.267	0.3297	1.4068
4501	14.2156	4.2629	0.3287	1.4012
4503	14.2033	4.2588	0.3233	1.3769
4505	14.2238	4.2506	0.3211	1.3649
4507	14.2156	4.2588	0.3185	1.3564
4509	14.1868	4.2629	0.3141	1.339
4511	14.2156	4.2506	0.3219	1.3683
4513	14.1909	4.2711	0.3303	1.4107
4515	14.2074	4.2793	0.3271	1.3998
4517	14.2074	4.2957	0.3224	1.3849
4519	14.2115	4.2711	0.3207	1.3697
4521	14.2074	4.2875	0.3185	1.3656
4523	14.2156	4.2711	0.3174	1.3556
4528	14.2115	4.2752	0.3283	1.4035
4530	14.1992	4.2998	0.3214	1.382
4533	14.2115	4.2752	0.3206	1.3706
4535	14.2074	4.2834	0.3171	1.3583
4537	14.2074	4.2834	0.3141	1.3454
4539	14.2115	4.2998	0.3226	1.3871
4541	14.2156	4.3039	0.3325	1.431
4543	14.1992	4.2916	0.327	1.4034
4545	14.2197	4.2875	0.3233	1.3861
4547	14.2156	4.2916	0.3222	1.3828
4549	14.2074	4.2916	0.3176	1.363
4551	14.2074	4.3039	0.3143	1.3527
4553	14.1909	4.308	0.3318	1.4294
4555	14.2279	4.3039	0.3274	1.4091
4557	14.2115	4.3162	0.3248	1.4019
4559	14.1992	4.308	0.3229	1.3911
4561	14.2156	4.3162	0.3222	1.3907
4563	14.2074	4.308	0.3175	1.3678
4565	14.2238	4.308	0.3155	1.3592
4567	14.2156	4.3121	0.3322	1.4325
4569	14.1868	4.3162	0.3274	1.4131
4571	14.195	4.3203	0.3248	1.4032
4573	14.1909	4.3162	0.3236	1.3967
4575	14.2115	4.3244	0.3206	1.3864
4577	14.2197	4.3203	0.3168	1.3687
4579	14.2238	4.3244	0.316	1.3665
4581	14.195	4.3326	0.3326	1.441
4583	14.195	4.3244	0.3283	1.4197
4585	14.1827	4.3203	0.3262	1.4093
4587	14.2238	4.3244	0.3245	1.4033
4592	14.232	4.3244	0.3156	1.3648
4594	14.1992	4.3367	0.3137	1.3604
4596	14.2156	4.3367	0.3283	1.4237
4599	14.1992	4.3367	0.326	1.4138
4601	14.2197	4.3367	0.3259	1.4133
4603	14.1992	4.349	0.3211	1.3965
4605	14.1827	4.3326	0.3185	1.3799
4607	14.2156	4.3531	0.3166	1.3782
4609	14.2115	4.349	0.3314	1.4413
4611	14.2156	4.349	0.3277	1.4252
4613	14.2156	4.3449	0.3252	1.413
4615	14.1992	4.3777	0.3219	1.4092
4617	14.195	4.349	0.32	1.3917
4619	14.2156	4.3613	0.3178	1.386
4621	14.195	4.3572	0.3171	1.3817
4623	14.2115	4.3654	0.3319	1.4489
4625	14.2279	4.3531	0.3294	1.4339
4627	14.2115	4.3695	0.326	1.4245
4629	14.2197	4.3367	0.3222	1.3973
4631	14.2074	4.3859	0.3195	1.4013
4633	14.2074	4.3777	0.3184	1.3939
4635	14.2074	4.3736	0.3157	1.3808
4637	14.195	4.3695	0.3315	1.4485
4639	14.2074	4.3613	0.3297	1.4379
4641	14.2156	4.3572	0.3269	1.4244
4645	14.2074	4.3818	0.3206	1.4048
4648	14.2156	4.3818	0.3175	1.3912
4650	14.1909	4.3818	0.3137	1.3746
4652	14.1909	4.4229	0.3302	1.4604
4654	14.2279	4.39	0.3278	1.4391
4659	14.2238	4.3982	0.3207	1.4105
4661	14.2238	4.3777	0.3179	1.3917
4664	14.2156	4.3859	0.315	1.3816
4666	14.2156	4.39	0.3121	1.3701
4668	14.2197	4.4023	0.3295	1.4506
4670	14.1868	4.4064	0.3235	1.4255
4672	14.2115	4.4023	0.323	1.422
4674	14.2279	4.39	0.3204	1.4066
4676	14.2156	4.4023	0.3174	1.3973
4678	14.195	4.4064	0.3145	1.3858
4680	14.2156	4.4188	0.3327	1.4701
4682	14.2115	4.4023	0.3296	1.451
4684	14.2074	4.4105	0.3252	1.4343
4686	14.2074	4.4188	0.3229	1.4268
4688	14.2115	4.4064	0.3214	1.4162
4690	14.1868	4.4064	0.3176	1.3995
4692	14.1992	4.4147	0.3148	1.3897
4694	14.1992	4.4229	0.3317	1.4671
4696	14.2115	4.4147	0.3283	1.4493
4698	14.1992	4.427	0.3246	1.437
4700	14.2279	4.4188	0.3241	1.4321
4702	14.2074	4.4229	0.3219	1.4237
4704	14.2156	4.4229	0.3185	1.4087
4706	14.195	4.4188	0.3158	1.3954
4708	14.2074	4.4311	0.3326	1.4738
4710	14.1786	4.4311	0.3279	1.4529
4712	14.1992	4.4352	0.3247	1.4401
4714	14.2156	4.4311	0.3231	1.4317
4716	14.1909	4.4229	0.3194	1.4127
4718	14.195	4.4475	0.3181	1.4147
4756	14.2197	4.4516	0.2892	1.2874
4759	14.2279	4.4762	0.2866	1.2829
4761	14.195	4.4475	0.2938	1.3067
4763	14.1992	4.4393	0.3026	1.3433
4765	14.1909	4.4967	0.2985	1.3423
4767	14.2033	4.4721	0.2971	1.3287
4769	14.2238	4.468	0.293	1.3091
4771	14.2074	4.4557	0.309	1.3768
4773	14.2238	4.4762	0.3071	1.3746
4775	14.232	4.4639	0.3069	1.37
4777	14.2156	4.4721	0.3199	1.4306
4779	14.2115	4.4844	0.3181	1.4265
4781	14.2197	4.4803	0.3174	1.422
4783	14.2115	4.4967	0.3126	1.4057
4785	14.2074	4.4885	0.3106	1.3941
4787	14.195	4.4803	0.3076	1.3781
4789	14.2238	4.4885	0.3229	1.4493
4791	14.1786	4.4967	0.3196	1.4371
4793	14.195	4.5008	0.3164	1.424
4795	14.1992	4.5008	0.3159	1.4218
4797	14.195	4.4967	0.3118	1.4021
4799	14.2033	4.5049	0.3301	1.4871
4801	14.2115	4.5254	0.3273	1.4812
4803	14.2074	4.5049	0.3225	1.4528
4805	14.2156	4.5008	0.3202	1.4412
4807	14.2238	4.5049	0.3174	1.4299
4809	14.195	4.509	0.3257	1.4686
4811	14.1909	4.4885	0.3309	1.4852
4813	14.1992	4.5131	0.3294	1.4866
4815	14.2156	4.5172	0.3251	1.4685
4820	14.2115	4.5213	0.3208	1.4504
4823	14.1992	4.5172	0.3159	1.427
4825	14.195	4.5295	0.3129	1.4173
4827	14.2074	4.5213	0.3308	1.4956
4829	14.1786	4.5172	0.3262	1.4735
4831	14.1909	4.5418	0.3226	1.4652
4833	14.2197	4.5172	0.3205	1.4478
4835	14.2074	4.5295	0.3171	1.4363
4837	14.2156	4.5213	0.3154	1.426
4839	14.195	4.5295	0.3129	1.4173
4841	14.2156	4.5418	0.332	1.5079
4843	14.1909	4.5377	0.3266	1.482
4845	14.2074	4.5336	0.3246	1.4716
4847	14.2238	4.5295	0.3215	1.4562
4849	14.2156	4.5459	0.3202	1.4556
4851	14.2197	4.5459	0.3149	1.4315
4853	14.1786	4.5459	0.3336	1.5165
4855	14.2238	4.5418	0.3299	1.4983
4857	14.2074	4.5541	0.3253	1.4815
4859	14.2197	4.5459	0.3245	1.4751
4861	14.2238	4.5459	0.3217	1.4624
4863	14.2115	4.5418	0.3184	1.4461
4865	14.2197	4.5541	0.3164	1.4409
4867	14.1909	4.55	0.3349	1.5238
4869	14.195	4.5582	0.3303	1.5056
4871	14.1992	4.5623	0.3254	1.4846
4873	14.2115	4.55	0.3244	1.476
4875	14.195	4.5541	0.3205	1.4596
4877	14.1868	4.5705	0.3178	1.4525
4879	14.2074	4.5746	0.3157	1.4442
4884	14.2238	4.5705	0.3288	1.5028
4886	14.2074	4.5746	0.3258	1.4904
4888	14.1992	4.5787	0.321	1.4698
4891	14.2156	4.5705	0.3174	1.4507
4893	14.2156	4.5787	0.3162	1.4478
4897	14.2197	4.5869	0.3292	1.51
4900	14.1868	4.6033	0.327	1.5053
4902	14.195	4.5869	0.3241	1.4866
4904	14.2074	4.6115	0.3202	1.4766
4906	14.195	4.5746	0.3182	1.4556
4908	14.2238	4.5869	0.3161	1.4499
4910	14.1992	4.5828	0.313	1.4344
4912	14.2074	4.6033	0.3298	1.5182
4914	14.1992	4.5869	0.3263	1.4967
4916	14.195	4.5951	0.3236	1.487
4918	14.2156	4.6033	0.3199	1.4726
4920	14.2074	4.591	0.3196	1.4673
4922	14.1909	4.5951	0.3226	1.4824
4924	14.2197	4.591	0.3346	1.5362
4926	14.1909	4.6074	0.3306	1.5232
4928	14.1909	4.6074	0.3276	1.5094
4930	14.1992	4.6115	0.3233	1.4909
4932	14.1992	4.6074	0.3204	1.4762
4934	14.2074	4.5869	0.3189	1.4628
4936	14.1909	4.6115	0.3158	1.4563
4938	14.1992	4.6074	0.3308	1.5241
4940	14.2074	4.6526	0.3308	1.5391
4942	14.2074	4.6156	0.3281	1.5144
4949	14.195	4.6197	0.3166	1.4626
4951	14.2403	4.6279	0.314	1.4532
4956	14.232	4.6115	0.3238	1.4932
4959	14.1992	4.6279	0.3246	1.5022
4961	14.2279	4.6321	0.3229	1.4957
4963	14.1992	4.6362	0.3184	1.4762
4965	14.2156	4.6362	0.3167	1.4683
4967	14.195	4.6321	0.3151	1.4596
4969	14.1909	4.6321	0.3126	1.448
4971	14.1909	4.6197	0.3265	1.5083
4973	14.1868	4.6362	0.3254	1.5086
4975	14.2156	4.6485	0.322	1.4968
4977	14.195	4.6362	0.3182	1.4752
4979	14.2156	4.6403	0.3165	1.4686
4981	14.195	4.6485	0.3224	1.4987
4983	14.195	4.6526	0.3328	1.5484
4985	14.2074	4.6567	0.3279	1.5269
4987	14.1909	4.6608	0.3262	1.5203
4989	14.2156	4.6608	0.3219	1.5003
4991	14.2197	4.6485	0.318	1.4782
4993	14.1868	4.6485	0.3169	1.4731
4995	14.1868	4.6608	0.3131	1.4593
4997	14.2444	4.6526	0.33	1.5353
5000	14.2197	4.6526	0.3276	1.5242
5002	14.195	4.6649	0.325	1.5161
5004	14.2074	4.6649	0.3214	1.4993
5006	14.2238	4.669	0.3188	1.4885
5008	14.2279	4.669	0.3223	1.5048
5010	14.2074	4.669	0.3304	1.5426
5012	14.195	4.6649	0.3297	1.538
5014	14.2197	4.669	0.3268	1.5258
5016	14.1868	4.6936	0.3241	1.5212
5048	14.2115	4.6977	0.2852	1.3398
5051	14.195	4.6854	0.2838	1.3297
5053	14.2526	4.6936	0.2998	1.4071
5055	14.2197	4.6854	0.2964	1.3887
5057	14.232	4.6936	0.3048	1.4306
5059	14.2279	4.6977	0.3124	1.4676
5061	14.1786	4.7264	0.3108	1.469
5063	14.1992	4.7264	0.3061	1.4467
5065	14.1992	4.7141	0.3044	1.435
5068	14.2074	4.7305	0.3195	1.5114
5070	14.2197	4.71	0.3164	1.4902
5072	14.1992	4.7141	0.313	1.4755
5074	14.195	4.7182	0.3106	1.4655
5076	14.195	4.7141	0.3081	1.4524
5078	14.2074	4.7141	0.3235	1.525
5080	14.2115	4.7305	0.3225	1.5256
5082	14.1992	4.7264	0.3195	1.5101
5084	14.2156	4.7305	0.3168	1.4986
5086	14.2115	4.7264	0.3146	1.4869
5088	14.195	4.7305	0.3118	1.475
5090	14.1992	4.7305	0.3268	1.5459
5092	14.1786	4.7387	0.3233	1.532
5094	14.1909	4.7387	0.3214	1.523
5096	14.1827	4.7346	0.3184	1.5075
5098	14.2197	4.7387	0.3263	1.5462
5100	14.2074	4.751	0.3348	1.5906
5102	14.2197	4.7428	0.3312	1.5708
5104	14.195	4.7592	0.3277	1.5596
5106	14.195	4.7715	0.3243	1.5474
5108	14.195	4.7469	0.3226	1.5314
5113	14.2238	4.7346	0.3144	1.4886
5115	14.2279	4.7551	0.3125	1.486
5117	14.1992	4.7387	0.3277	1.5529
5120	14.2074	4.751	0.326	1.5488
5122	14.1992	4.7592	0.3234	1.5391
5124	14.1786	4.7551	0.319	1.5169
5126	14.1992	4.7592	0.3169	1.5082
5128	14.195	4.7633	0.3201	1.5247
5130	14.1992	4.7715	0.3324	1.5861
5132	14.2855	4.7633	0.3278	1.5614
5134	14.2115	4.8289	0.325	1.5694
5136	14.195	4.7715	0.3223	1.5379
5138	14.2074	4.7797	0.3186	1.5228
5140	14.1992	4.7838	0.3186	1.5241
5142	14.2074	4.7838	0.3181	1.5217
5146	14.2197	4.7838	0.3286	1.572
5149	14.1992	4.7838	0.3249	1.5543
5151	14.1868	4.7879	0.3199	1.5317
5153	14.195	4.7838	0.3194	1.528
5155	14.195	4.7756	0.3152	1.5053
5157	14.195	4.7797	0.323	1.5438
5159	14.195	4.7961	0.3307	1.5861
5161	14.2115	4.792	0.3307	1.5847
5163	14.2156	4.7961	0.3253	1.5602
5165	14.1992	4.7961	0.3223	1.5458
5167	14.1827	4.8043	0.3203	1.5388
5169	14.1992	4.7838	0.3161	1.5122
5171	14.1992	4.8002	0.323	1.5505
5173	14.2115	4.8084	0.332	1.5964
5175	14.1992	4.8002	0.329	1.5793
5180	14.2279	4.8002	0.3221	1.5462
5182	14.2156	4.8043	0.3199	1.5369
5185	14.2238	4.8084	0.3157	1.518
5187	14.2115	4.8002	0.3192	1.5322
5189	14.2074	4.8453	0.3315	1.6062
5191	14.2279	4.8166	0.3248	1.5644
5193	14.1909	4.8125	0.324	1.5593
5195	14.2197	4.8248	0.3206	1.5468
5197	14.2156	4.8125	0.3173	1.527
5199	14.1992	4.8248	0.316	1.5246
5201	14.2115	4.8248	0.3209	1.5483
5203	14.1992	4.833	0.3294	1.592
5205	14.2197	4.8248	0.3268	1.5768
5207	14.2279	4.8289	0.3255	1.5718
5209	14.195	4.8289	0.3216	1.553
5211	14.195	4.8248	0.3175	1.5319
5213	14.195	4.833	0.3167	1.5306
5215	14.2074	4.833	0.3314	1.6017
5217	14.1745	4.8371	0.3287	1.59
5219	14.1909	4.8782	0.3264	1.5922
5221	14.1909	4.8412	0.3268	1.5821
5223	14.2156	4.8371	0.3215	1.5551
5225	14.2074	4.8494	0.3194	1.5489
5227	14.195	4.8494	0.3174	1.5392
5229	14.1827	4.8494	0.3321	1.6105
5231	14.1909	4.8536	0.3286	1.5949
5233	14.1992	4.8618	0.326	1.5849
5235	14.2115	4.8659	0.3251	1.5819
5237	14.1909	4.8618	0.3213	1.5621
5239	14.2156	4.8494	0.3196	1.5499
5244	14.2074	4.8659	0.3126	1.5211
5247	14.1786	4.8536	0.3299	1.6012
5249	14.2074	4.8741	0.327	1.5938
5251	14.1909	4.8782	0.3209	1.5654
5253	14.2074	4.87	0.3207	1.5618
5255	14.2074	4.8618	0.3174	1.5431
5257	14.2156	4.87	0.314	1.5292
5259	14.2403	4.8782	0.3321	1.62
5261	14.1909	4.8741	0.3287	1.6021
5263	14.1909	4.8741	0.3271	1.5943
5265	14.2197	4.87	0.3286	1.6003
5267	14.2279	4.87	0.3224	1.5701
5270	14.1909	4.8905	0.3156	1.5434
5272	14.1868	4.8782	0.3193	1.5576
5274	14.1992	4.8782	0.3306	1.6127
5276	14.195	4.8823	0.3285	1.6038
5278	14.232	4.8823	0.3327	1.6243
5280	14.1992	4.8946	0.323	1.5809
5282	14.195	4.8864	0.3209	1.568
5284	14.195	4.8782	0.3172	1.5474
5286	14.1909	4.8823	0.3174	1.5496
5288	14.2074	4.8946	0.3322	1.626
5290	14.2074	4.8782	0.3284	1.602
5292	14.195	4.8905	0.3264	1.5962
5294	14.1992	4.9028	0.3296	1.616
5296	14.2279	4.8741	0.3198	1.5587
5298	14.2485	4.8987	0.3211	1.573
5300	14.1992	4.911	0.3195	1.5691
5302	14.1868	4.9028	0.3322	1.6287
5304	14.2074	4.8987	0.3276	1.6048
5306	14.2279	4.9069	0.3274	1.6065
5340	14.232	4.9151	0.2875	1.4131
5343	14.2074	4.9397	0.2828	1.3969
5346	14.195	4.9438	0.2987	1.4767
5348	14.2115	4.9315	0.297	1.4647
5350	14.2074	4.9438	0.2936	1.4515
5352	14.2074	4.9315	0.3105	1.5312
5354	14.195	4.9438	0.3077	1.5212
5356	14.195	4.9397	0.3052	1.5076
5358	14.1827	4.9438	0.3014	1.4901
5360	14.1868	4.9479	0.32	1.5833
5362	14.1786	4.9397	0.3163	1.5624
5364	14.195	4.9684	0.3123	1.5516
5366	14.1909	4.9561	0.3116	1.5443
5368	14.2238	4.9438	0.3091	1.5281
5370	14.2074	4.952	0.3245	1.6069
5372	14.195	4.9561	0.3207	1.5894
5374	14.1992	4.9602	0.3186	1.5803
5376	14.1909	4.9643	0.3157	1.5672
5378	14.2115	4.9725	0.3196	1.5892
5380	14.195	4.9684	0.3316	1.6475
5382	14.195	4.9479	0.3262	1.614
5384	14.195	4.9479	0.3251	1.6086
5386	14.2197	4.9684	0.322	1.5998
5389	14.1909	4.9725	0.317	1.5763
5393	14.1992	5.0012	0.312	1.5604
5396	14.1868	4.9766	0.3114	1.5497
5398	14.2074	4.9725	0.3279	1.6305
5400	14.2156	4.9807	0.3286	1.6367
5402	14.2156	4.9971	0.3206	1.6021
5407	14.2115	4.9807	0.3213	1.6003
5409	14.2033	4.9889	0.3097	1.5451
5411	14.2115	4.9766	0.3091	1.5383
5414	14.195	5.0012	0.3236	1.6184
5416	14.1909	4.9766	0.3208	1.5965
5418	14.2238	4.9971	0.3224	1.6111
5420	14.1992	4.9971	0.3194	1.5961
5422	14.2156	4.9725	0.315	1.5663
5424	14.2156	4.9971	0.3397	1.6975
5426	14.2074	4.9971	0.3341	1.6695
5428	14.1909	5.0094	0.3242	1.6241
5430	14.195	5.0012	0.3202	1.6014
5432	14.2115	4.9971	0.322	1.6091
5434	14.1745	5.0094	0.3189	1.5975
5436	14.2197	5.0135	0.3213	1.6108
5438	14.2156	5.034	0.3318	1.6703
5440	14.2115	5.0094	0.3355	1.6807
5442	14.1992	5.0176	0.3255	1.6332
5444	14.1745	5.0135	0.3218	1.6134
5446	14.2115	4.9971	0.3241	1.6196
5448	14.2074	5.0053	0.3262	1.6327
5450	14.2156	5.0381	0.3187	1.6057
5452	14.195	5.0176	0.3363	1.6874
5454	14.2238	5.0217	0.3354	1.6843
5456	14.2074	5.0299	0.3264	1.6418
5458	14.195	5.0258	0.3267	1.6419
5460	14.232	5.0258	0.3245	1.6309
5462	14.2197	5.034	0.3209	1.6154
5464	14.1909	5.0381	0.3136	1.58
5466	14.2238	5.0258	0.3285	1.651
5468	14.2156	5.034	0.3389	1.706
5473	14.1909	5.0381	0.3216	1.6203
5475	14.2197	5.0299	0.3183	1.601
5478	14.2115	5.0381	0.3162	1.5931
5480	14.2238	5.0792	0.3143	1.5964
5482	14.2238	5.0463	0.3196	1.6128
5484	14.1909	5.0422	0.3291	1.6594
5486	14.2238	5.0545	0.3305	1.6705
5488	14.195	5.0545	0.3251	1.6432
5490	14.195	5.0545	0.3258	1.6468
5492	14.195	5.0463	0.3172	1.6007
5494	14.2238	5.0586	0.3127	1.5818
5496	14.2403	5.0668	0.311	1.5758
5498	14.2238	5.0463	0.3353	1.692
5500	14.1992	5.0135	0.3252	1.6304
5502	14.2074	5.0627	0.3229	1.6348
5504	14.1909	5.0792	0.3194	1.6223
5506	14.2074	5.0586	0.3165	1.6011
5508	14.2156	5.071	0.3234	1.6399
5510	14.2238	5.0668	0.3365	1.705
5512	14.1909	5.0751	0.3271	1.66
5514	14.1992	5.0586	0.3245	1.6415
5516	14.2238	5.071	0.3244	1.645
5518	14.2115	5.0668	0.3276	1.6599
5520	14.195	5.0751	0.3215	1.6316
5522	14.1827	5.0751	0.3157	1.6022
5524	14.1992	5.0874	0.3367	1.7129
5526	14.1992	5.0792	0.3366	1.7096
5528	14.1868	5.0627	0.3331	1.6864
5530	14.232	5.0751	0.3246	1.6474
5532	14.2279	5.0874	0.3273	1.6651
5537	14.232	5.0915	0.3127	1.5921
5540	14.2074	5.0915	0.3195	1.6267
5542	14.1992	5.0997	0.3288	1.6768
5544	14.1909	5.0792	0.3309	1.6807
5546	14.2238	5.0915	0.3243	1.6512
5548	14.2115	5.0956	0.3279	1.6708
5550	14.2074	5.0915	0.3174	1.616
5552	14.232	5.0956	0.3177	1.6189
5554	14.1992	5.0997	0.3184	1.6237
5556	14.1992	5.0956	0.3278	1.6703
5558	14.1909	5.0997	0.3244	1.6543
5560	14.2156	5.1079	0.3227	1.6483
5562	14.1909	5.1079	0.3201	1.635
5564	14.1909	5.0997	0.3166	1.6146
5566	14.195	5.1079	0.3148	1.608
5568	14.1909	5.1202	0.3314	1.6968
5570	14.1992	5.1038	0.3253	1.6603
5572	14.2074	5.1243	0.3307	1.6946
5574	14.2074	5.1161	0.3226	1.6504
5576	14.195	5.1202	0.328	1.6794
5578	14.2074	5.112	0.3252	1.6624
5580	14.2074	5.1243	0.3243	1.6618
5582	14.1827	5.1284	0.3315	1.7001
5584	14.2197	5.1284	0.3358	1.7221
5586	14.2115	5.1489	0.3349	1.7244
5588	14.1909	5.1325	0.3318	1.703
5590	14.1827	5.1284	0.3194	1.638
5592	14.1992	5.1325	0.3163	1.6234
5594	14.2238	5.1284	0.3235	1.659
