time_ms	voltage_Va	voltage_Vb	current_A	power_W
1191	14.2279	13.8718	0.0042	0.0598
1194	14.2526	13.8595	0.0043	0.0613
1197	14.232	13.8841	0.0042	0.0598
1200	14.2444	13.8677	0.0042	0.0598
1203	14.2526	13.8677	0.0042	0.0599
1206	14.232	13.8759	0.0041	0.0584
1209	14.2485	13.8636	0.0041	0.0584
1212	14.2403	13.8554	0.0042	0.0598
1215	14.232	13.9087	0.0041	0.0584
1218	14.2526	13.8636	0.0042	0.0599
1221	14.232	13.8718	0.0041	0.0584
1224	14.2403	13.8718	0.0041	0.0584
1227	14.2403	13.8636	0.0041	0.0584
1230	14.2403	13.8636	0.0041	0.0584
1265	14.2526	13.8636	0.0041	0.0584
1269	14.2444	13.8636	0.0039	0.0556
1272	14.2238	13.8636	0.0042	0.0597
1275	14.2279	13.8595	0.0042	0.0598
1278	14.2403	13.8677	0.0041	0.0584
1281	14.2197	13.8718	0.0041	0.0583
1284	14.2444	13.8677	0.004	0.057
1287	14.232	13.8595	0.004	0.0569
1290	14.2403	13.8718	0.0041	0.0584
1293	14.2526	13.8636	0.004	0.057
1296	14.2444	13.8554	0.0038	0.0541
1299	14.2403	13.8759	0.004	0.057
1302	14.2197	13.9087	0.004	0.0569
1305	14.2197	13.8718	0.004	0.0569
1308	14.2485	13.8636	0.0039	0.0556
1311	14.2444	13.8677	0.0041	0.0584
1314	14.232	13.8595	0.0041	0.0584
1317	14.2526	13.8554	0.0041	0.0584
1320	14.2279	13.8841	0.004	0.0569
1323	14.232	13.8513	0.0044	0.0626
1326	14.2485	13.8554	0.0042	0.0598
1329	14.2403	13.8554	0.0038	0.0541
1332	14.2444	13.8677	0.0041	0.0584
1335	14.2197	13.8677	0.0041	0.0583
1338	14.232	13.8595	0.0042	0.0598
1341	14.232	13.8718	0.0042	0.0598
1344	14.2485	13.8636	0.0041	0.0584
1347	14.2279	13.8718	0.0042	0.0598
1350	14.2403	13.8513	0.0039	0.0555
1356	14.2444	13.8636	0.004	0.057
1360	14.2485	13.8513	0.0041	0.0584
1363	14.2444	13.8636	0.0042	0.0598
1366	14.232	13.8882	0.0041	0.0584
1369	14.2444	13.8554	0.004	0.057
1372	14.2485	13.8554	0.0041	0.0584
1375	14.2238	13.8636	0.0041	0.0583
1378	14.2197	13.8636	0.0041	0.0583
1381	14.2403	13.8636	0.0041	0.0584
1384	14.2567	13.8554	0.004	0.057
1387	14.2279	13.8636	0.0039	0.0555
1390	14.2403	13.8636	0.0041	0.0584
1393	14.2238	13.8554	0.0041	0.0583
1396	14.2444	13.8636	0.004	0.057
1399	14.2238	13.8677	0.0038	0.0541
1402	14.2485	13.8595	0.0042	0.0598
1405	14.232	13.8595	0.0039	0.0555
1408	14.2238	13.8677	0.0041	0.0583
1411	14.2444	13.8595	0.0038	0.0541
1414	14.2238	13.8677	0.0044	0.0626
1417	14.2444	13.8513	0.0041	0.0584
1420	14.2197	13.8759	0.0043	0.0611
1423	14.2444	13.8513	0.0039	0.0556
1426	14.2197	13.8718	0.0041	0.0583
1429	14.2485	13.8554	0.004	0.057
1432	14.2403	13.8677	0.0041	0.0584
1435	14.232	13.8472	0.0045	0.064
1438	14.2403	13.8636	0.0036	0.0513
1441	14.2279	13.8677	0.0041	0.0583
1447	14.2279	13.8513	0.0042	0.0598
1451	14.2526	13.8554	0.0044	0.0627
1454	14.2772	13.8513	0.0039	0.0557
1457	14.2403	13.8554	0.0039	0.0555
1460	14.2279	13.8513	0.0044	0.0626
1463	14.2361	13.8431	0.0044	0.0626
1466	14.2403	13.8431	0.0044	0.0627
1469	14.1992	13.8718	0.004	0.0568
1472	14.2279	13.8636	0.004	0.0569
1475	14.2814	13.8513	0.004	0.0571
1478	14.2361	13.8472	0.0044	0.0626
1482	14.2279	13.8431	0.0041	0.0583
1486	14.2444	13.8718	0.0041	0.0584
1489	14.2608	13.8431	0.0041	0.0585
1492	14.2361	13.8472	0.0041	0.0584
1495	14.2485	13.8554	0.0038	0.0541
1498	14.2197	13.8554	0.0041	0.0583
1501	14.2567	13.8513	0.0041	0.0585
1504	14.2197	13.88	0.0042	0.0597
1507	14.2279	13.8595	0.0041	0.0583
1510	14.2608	13.8554	0.0041	0.0585
1513	14.2238	13.8718	0.0042	0.0597
1516	14.232	13.8431	0.0042	0.0598
1519	14.2279	13.8718	0.004	0.0569
1522	14.2526	13.8636	0.0042	0.0599
1525	14.2279	13.8718	0.0041	0.0583
1528	14.2403	13.8595	0.0042	0.0598
1531	14.232	13.8595	0.004	0.0569
1534	14.2444	13.8513	0.0042	0.0598
1540	14.2567	13.839	0.0043	0.0613
1544	14.2279	13.8472	0.0041	0.0583
1547	14.2238	13.8636	0.0041	0.0583
1550	14.2156	13.8595	0.0041	0.0583
1553	14.2279	13.8431	0.0042	0.0598
1556	14.2238	13.8595	0.0038	0.0541
1559	14.2485	13.8718	0.004	0.057
1562	14.2197	13.839	0.0041	0.0583
1565	14.2238	13.8636	0.0041	0.0583
1568	14.2403	13.8431	0.0041	0.0584
1571	14.2361	13.8595	0.004	0.0569
1574	14.2279	13.8554	0.0042	0.0598
1577	14.2279	13.8513	0.0041	0.0583
1580	14.2485	13.8513	0.0041	0.0584
1583	14.2814	13.8431	0.0041	0.0586
1586	14.232	13.8349	0.0041	0.0584
1589	14.2238	13.8513	0.0041	0.0583
1592	14.2485	13.8431	0.0041	0.0584
1595	14.2403	13.8595	0.0042	0.0598
1598	14.2197	13.8595	0.0041	0.0583
1601	14.2403	13.8431	0.0041	0.0584
1604	14.2156	13.8595	0.004	0.0569
1607	14.2444	13.8513	0.004	0.057
1610	14.2197	13.8595	0.004	0.0569
1613	14.2279	13.8513	0.0042	0.0598
1616	14.2403	13.839	0.0042	0.0598
1619	14.2567	13.8431	0.0044	0.0627
1622	14.2279	13.8718	0.0041	0.0583
1625	14.2361	13.8595	0.0041	0.0584
1628	14.2403	13.8554	0.004	0.057
1663	14.2279	13.8513	0.0039	0.0555
1666	14.2361	13.8349	0.004	0.0569
1669	14.232	13.8431	0.0039	0.0555
1672	14.232	13.8349	0.0042	0.0598
1675	14.232	13.8677	0.0041	0.0584
1678	14.2444	13.8513	0.004	0.057
1681	14.2444	13.8349	0.004	0.057
1684	14.232	13.8636	0.0043	0.0612
1687	14.2074	13.8431	0.004	0.0568
1690	14.2403	13.8554	0.004	0.057
1693	14.2485	13.8513	0.0041	0.0584
1696	14.2444	13.8513	0.0041	0.0584
1699	14.2279	13.8759	0.0041	0.0583
1702	14.2361	13.8513	0.0043	0.0612
1705	14.2444	13.839	0.0039	0.0556
1708	14.2526	13.8513	0.0041	0.0584
1711	14.232	13.8513	0.0039	0.0555
1714	14.269	13.8431	0.004	0.0571
1717	14.2403	13.8513	0.0041	0.0584
1720	14.2279	13.8554	0.0044	0.0626
1723	14.2526	13.8349	0.0041	0.0584
1726	14.232	13.8595	0.004	0.0569
1729	14.2485	13.839	0.0041	0.0584
1732	14.2403	13.8349	0.0041	0.0584
1735	14.232	13.8554	0.0041	0.0584
1738	14.2444	13.8431	0.0045	0.0641
1741	14.2403	13.8513	0.004	0.057
1744	14.2526	13.8431	0.0043	0.0613
1750	14.2115	13.8472	0.0042	0.0597
1754	14.2238	13.8513	0.0043	0.0612
1757	14.2608	13.8431	0.0042	0.0599
1760	14.2156	13.8513	0.0041	0.0583
1763	14.2403	13.8349	0.0041	0.0584
1766	14.2361	13.8308	0.004	0.0569
1769	14.232	13.8513	0.004	0.0569
1772	14.2403	13.8349	0.0041	0.0584
1775	14.2403	13.839	0.0042	0.0598
1778	14.2279	13.8431	0.004	0.0569
1781	14.232	13.8431	0.0041	0.0584
1784	14.2403	13.8308	0.0044	0.0627
1787	14.2485	13.8513	0.0042	0.0598
1790	14.232	13.8882	0.0041	0.0584
1793	14.2279	13.8431	0.0041	0.0583
1796	14.2649	13.8431	0.0041	0.0585
1799	14.2485	13.839	0.004	0.057
1802	14.2156	13.8513	0.0042	0.0597
1805	14.2403	13.8636	0.0042	0.0598
1808	14.2444	13.8554	0.0041	0.0584
1811	14.2238	13.8513	0.004	0.0569
1814	14.2279	13.8349	0.004	0.0569
1817	14.232	13.8267	0.0044	0.0626
1820	14.2403	13.8513	0.0041	0.0584
1824	14.2403	13.8349	0.0045	0.0641
1828	14.2485	13.8349	0.004	0.057
1831	14.2238	13.8349	0.0041	0.0583
1834	14.232	13.839	0.0041	0.0584
1837	14.2279	13.839	0.004	0.0569
1840	14.2403	13.839	0.0042	0.0598
1846	14.2444	13.8349	0.004	0.057
1850	14.2238	13.8513	0.0038	0.0541
1853	14.2608	13.8472	0.0043	0.0613
1856	14.2238	13.8472	0.0044	0.0626
1859	14.2485	13.8431	0.004	0.057
1862	14.2403	13.839	0.004	0.057
1865	14.2485	13.8636	0.0041	0.0584
1868	14.2403	13.839	0.0041	0.0584
1871	14.2485	13.8308	0.0045	0.0641
1874	14.2444	13.8308	0.0041	0.0584
1877	14.232	13.8349	0.0042	0.0598
1880	14.2197	13.8431	0.0041	0.0583
1883	14.2403	13.839	0.0041	0.0584
1886	14.2444	13.8349	0.0042	0.0598
1889	14.2444	13.8513	0.004	0.057
1892	14.2197	13.8349	0.004	0.0569
1895	14.2361	13.839	0.004	0.0569
1898	14.2115	13.8267	0.004	0.0568
1901	14.2485	13.8308	0.0041	0.0584
1904	14.2444	13.8349	0.004	0.057
1907	14.2526	13.8349	0.004	0.057
1910	14.232	13.8431	0.0039	0.0555
1913	14.2444	13.8431	0.0038	0.0541
1916	14.2238	13.839	0.0039	0.0555
1919	14.2567	13.8349	0.004	0.057
1922	14.2197	13.8472	0.0041	0.0583
1925	14.2485	13.8267	0.0042	0.0598
1928	14.2485	13.8308	0.0041	0.0584
1931	14.2526	13.8308	0.0042	0.0599
1937	14.232	13.8308	0.0044	0.0626
1941	14.2403	13.8226	0.0041	0.0584
1944	14.2485	13.8308	0.0041	0.0584
1947	14.2403	13.8226	0.0039	0.0555
1950	14.2279	13.8267	0.0042	0.0598
1953	14.232	13.8308	0.0039	0.0555
1956	14.2279	13.8472	0.0039	0.0555
1959	14.2403	13.839	0.0041	0.0584
1962	14.2526	13.8308	0.004	0.057
1965	14.2403	13.8308	0.0039	0.0555
1968	14.232	13.839	0.004	0.0569
1971	14.2197	13.839	0.0042	0.0597
1974	14.2567	13.8226	0.0041	0.0585
1977	14.2444	13.8308	0.0041	0.0584
1980	14.2403	13.8185	0.004	0.057
1983	14.2156	13.8308	0.004	0.0569
1986	14.232	13.8185	0.0041	0.0584
1989	14.2361	13.8759	0.004	0.0569
1992	14.232	13.8349	0.0041	0.0584
1995	14.2238	13.839	0.0036	0.0512
1998	14.2403	13.839	0.0039	0.0555
2001	14.2403	13.8226	0.0041	0.0584
2004	14.2279	13.8226	0.0042	0.0598
2007	14.2238	13.839	0.004	0.0569
2010	14.2156	13.839	0.0042	0.0597
2013	14.2444	13.8308	0.0039	0.0556
2016	14.2485	13.8308	0.0042	0.0598
2019	14.2115	13.8267	0.0042	0.0597
2022	14.2279	13.839	0.0042	0.0598
2056	14.2485	13.8431	0.0041	0.0584
2059	14.2444	13.8308	0.0039	0.0556
2062	14.2403	13.8267	0.004	0.057
2065	14.2238	13.839	0.0039	0.0555
2068	14.2197	13.8226	0.0037	0.0526
2071	14.2444	13.8349	0.0041	0.0584
2074	14.2403	13.8349	0.0038	0.0541
2077	14.2526	13.8226	0.0042	0.0599
2080	14.2361	13.839	0.004	0.0569
2083	14.2238	13.8226	0.0038	0.0541
2086	14.2403	13.8267	0.0044	0.0627
2089	14.2485	13.8267	0.0042	0.0598
2092	14.2403	13.8267	0.0042	0.0598
2095	14.2403	13.8267	0.004	0.057
2098	14.2444	13.8226	0.0042	0.0598
2101	14.2485	13.8349	0.0043	0.0613
2104	14.2279	13.8308	0.0041	0.0583
2107	14.2279	13.8308	0.0044	0.0626
2110	14.2238	13.839	0.0041	0.0583
2113	14.2238	13.839	0.0041	0.0583
2116	14.2444	13.8185	0.0041	0.0584
2119	14.2403	13.8308	0.004	0.057
2122	14.2444	13.839	0.0039	0.0556
2125	14.232	13.8308	0.0039	0.0555
2128	14.232	13.8349	0.0041	0.0584
2131	14.232	13.8185	0.004	0.0569
2134	14.2485	13.8267	0.0044	0.0627
2137	14.2403	13.8185	0.0042	0.0598
2145	14.2156	13.839	0.0041	0.0583
2151	14.2197	13.8226	0.004	0.0569
2155	14.2649	13.8267	0.0038	0.0542
2158	14.2444	13.8308	0.0044	0.0627
2161	14.2238	13.8226	0.0038	0.0541
2164	14.2197	13.8226	0.0039	0.0555
2167	14.2444	13.8185	0.0038	0.0541
2170	14.232	13.8226	0.0042	0.0598
2175	14.2526	13.8185	0.004	0.057
2178	14.2279	13.8308	0.0039	0.0555
2181	14.2403	13.8103	0.0041	0.0584
2184	14.2361	13.8349	0.0037	0.0527
